# Consolidated religion localisation from Aguila o Sol and Sob o Anil
# Generated for the merged religion definitions; source spellings and descriptions are preserved.

AA;A'a;;;;;;;;;;;;;x
ABU_MURRAH;Abu Murrah;;;;;;;;;;;;;x
ADONAI;Adonai;Adonaï;Adonai;;Adonai;;;;;;;;;x
pentecostal;Pentecostal;;;;;;;;;;;;;x
pentecostal_DESC;Through the gifts of the Holy Spirit, the Neo-Charismatics have withstood centuries of suppression and persecution. While the Convention generally accepts the beliefs of Charismatic Christians, the Neo-Charismatics have proven far too dedicated to their apostolic mission, standing against perceived corruption and lukewarmness in the church. Invigorated by the signs and wonder, and driven by their apostolic mission, the Neo-Charismatics seek to push themselves to the limit for God's glory.;;;;;;;;;;;;;x
pentecostal_FEATURES;§Y*§! Upon reaching adulthood, Charismatic characters may test their faith by handling a live snake.;;;;;;;;;;;;;x
CHICXULUB;Chicxulub;;;;;;;;;;;;;x,,,,,,
christian;Christian;chrétien;Christlich;;Cristiano;;;;;;;;;x
chrome_cultist;Chrome Cultist;;;;;;;;;;;;;x
chrome_cultist_DESC;The Chrome Cultists, unlike their Rustish counterparts, believe that mankind once built the great God-Machines worshiped by the mainline Rust Cult. Furthermore, they believe that these men and women of Old America ? Father Ford especially ? had such power that they could become like those Machines by joining as one with the Engines and other Devices to transcend their fleshy bodies. One day, when mankind has regained this power, all of the Chrome Cult shall become like gods!;;;;;;;;;;;;;x
chrome_cultist_FEATURES;§Y*§! Chrome Cultists take ambitions to remove irrational impulses. \n;;;;;;;;;;;;;x
COMMUNISM;Communism;;;;;;;;;;;;;x
consumerist;Consumerist;;;;;;;;;;;;;x
consumerist_DESC;Consumerists believe that the Almighty Dollar struck down Old America because they did not honor it enough using the ritual of "shopping". They seek to forestall a second apocalypse by "spending" as much as possible, in order to ensure that the Dollar's power is maintained at a consistent level.;;;;;;;;;;;;;x
COSMOGENESIS;Cosmogenesis;;;;;;;;;;;;;x
CRISTIADA;;Cristiada;;;;;;;;;;;;;x
cristo_rey;Cristo Rey;;;;;;;;;;;;;x
cristo_rey_DESC;The Prelature of Cristo Rey - Christ the king - was organized to hold the splintering Church in Mexico together in the face of catastrophe. With their unique Personal Prelature structure granting them flexibility beyond the confines of the Diocesan order, they assumed diverse responsibilities within the Catholic Church. Embracing their commitment to obedience, clergy formation, guiding leaders, and defending the Church against adversaries, they gradually filled the void caused by a shortage of priests with their own vocations. Their influence grew as they declared other Catholic successor churches as heretical and assumed de facto control over various ecclesiastical functions. In the absence of a recognized Pope, the Prelate's word is followed obediently, allowing him to give directives and assume responsibilities resembling those of the Pope, while the Prelature fervently swears to uphold the teachings of the Last Vicar of Christ. At the core of their mission, the Prelature upholds the valorization of martyrdom and embraces the unwavering commitment to defend and propagate the teachings of Christ, even in the face of tremendous challenges and adversities.;;;;;;;;;;;;;x
cristo_rey_FEATURES; §Y*§!Can prepare campaigns known as §YCristiadas§! against heathen religions within the de jure borders of the Empire of Mexico \n§Y*§! May experience visions of the Blessed Virgin called Marian Apparitions.\n§Y*§! May expend Piety to raise units of zealots during a war.;;;;;;;;;;;;;x
CRUSADE;Crusade;Croisade;Kreuzzug;;Cruzada;;;;;;;;;x
cult_of_saints;Vernacular;;;;;;;;;;;;;x
DAVY_JONES;Davy Jones;;;;;;;;;;;;;x
DENEB;Deneb;;;;;;;;;;;;;x
DRUID;Druid;;;;;;;;;;;;;x
ECHU;Echú;;;;;;;;;;;;;x
edenite;Edenite;;;;;;;;;;;;x
edenite_DESC;Originating between the Rocky Mountains and High Plains, Edenites are born from influences from both. They believe in the importance of the Great West and especially the Rockies for its great natural beauty and bounty, a New Eden gifted to man. The Edenites' connection to the spirits is of the utmost importance to them, striving to find better ways to commune with both the Heavenly Father and Mother Earth through meditation and special substances. Seemingly influenced and considered astray by mainline christian, mormon, and gaian doctrines, Edenites believe in the equal status of men and women.;;;;;;;;;;;;x
edenite_FEATURES;§Y*§! Rulers can order adult unlanded courtiers to become ordained.\n§Y*§! Homosexual Edenite rulers may marry other homosexual characters.;;;;;;;;;;;;;x
EL_CHAMUCO;el Chamuco;;;;;;;;;;;;;x
EL_DIABLO;el Diablo;;;;;;;;;;;;;x
EL_ULTIMO_TESTAMENTO;the Last Testament;;;;;;;;;;;;;x
ENTREPENUER;Entrepenuer;;;;;;;;;;;;;x
espiritista;Tres Potencias;;;;;;;;;;;;;x
espiritista_DESC;Tres Potencias, or "Three Powers", is a syncretic religion native to Venezuela. Followers of Tres Potencias believe that good and evil spirits inhabit our world, with the powers to affect health, luck, and other aspects of human life. There is a Supreme God, but under him are the "Three Powers" for which the religion is named. They are mortals who have ascended to the level of deities: María Lionza, Negro Felipe, and Guaicaipuro. Beneath the Three Powers are the spirits, powerful mortals who continue to influence the world long after their deaths. These spirits are organized into several "courts", and believers can petition these courts for aid through prayer.;;;;;;;;;;;;;x
espiritista_FEATURES;§Y*§! Espiritista rulers may sacrifice animals to María Lionza.;;;;;;;;;;;;;x
evangelical;Evangelical;;;;;;;;;;;;;x
evangelical_DESC;The Evangelical Church is what remains of antediluvian Protestantism. In the face of post-deluge upheavals, various Protestant churches banded together, putting aside minor theological differences in favor of establishing an Evangelical Convention of Churches presided over by an ecumenical council of bishops. However, some Christians chafe against the doctrines and restrictions imposed by this Convention...;;;;;;;;;;;;;x
EXORCISM;Exorcism;;;;;;;;;;;;;x
exovedate;Exovedate;;;;;;;;;;;;;x
exovedate_DESC;The Exovedate faith is a syncretic mix between Catholicism, Judaism, and First Nations beliefs, based on the teachings of the martyr Louis Riel. Its adherents believe that Riel was a messianic figure and prophet, who helped bring about the Event so that his followers could lead the world into a new era of greatness.;;;;;;;;;;;;;x
EXPEDITION;Expedition;;;;;;;;;;;;;x
falling_star;Falling Star;;;;;;;;;;;;;x
falling_star_DESC;Falling Star adherents believe that mankind was created by an ancient alien race called the Precursors, who gave humans intelligence and guided their actions for millenia. In the wake of the Event and the search for answers as to what happened, the many pre-Event alien cults united in New Mexico and proclaimed that their new world had been struck down by alien overlords who were displeased with humanity for defying their will. They claim that these aliens had attempted to send a sacred messenger known as the Falling Star to Roswell in pre-Event times, but that their message was blurred by nonbelievers and human dissenters.;;;;;;;;;;;;;x
FASCISM;Fascism;;;;;;;;;;;;;x
fidencista;Fidencista;;;;;;;;;;;;;x
fidencista_DESC;The cult of "el Niño Fidencio" follows a pantheon of quasi-deities derived from Catholic saints and heroes of the past, who are ultimately subservient to God but powerful in their own right. These entities are called upon for guidance and can be communed with through ritualistic means, but the most faithful heirs to "el Niñito" can allow themselves to become possessed by the saints to perform miracles and act as a conduit to allow the divine to directly influence the world.;;;;;;;;;;;;;x
fidencista_FEATURES;§Y*§!Homosexual Fidencistas are allowed to marry other homosexual characters.\n§Y*§! Kings and emperors are expected to become "Cajitas" — Those who play host to the most revered spirits.;;;;;;;;;;;;;x
FIRE_TENDER;Fire Tender;;;;;;;;;;;;;x
FIRST_STRIKE;First Strike;;;;;;;;;;;;;x
forester;Forester;;;;;;;;;;;;;x
forester_DESC;The vast wilderness of the west seems a land without law, without structure, without civilization. The Rangers of Muir, known to outsiders as the Foresters, revel in that freedom and recite the ancient creed of Conservation that John of the Mountains passed down to them. Nature must be respected and preserved. In their scattered camps and remote strongholds, they watched over the forests, plains, and mountains for the siren calls of the Dark Cicada, a being that brought the cataclysmic fires that consumed the old world. The world ended to it?s fiery grasp before, and the Foresters are determined not to allow it to happen once more. As the mantra of their bear-god Smokey claims, Only you can prevent wildfires.;;;;;;;;;;;;x,,
furiegi;Furiegi;;;;;;;;;;;;x
furiegi_DESC;Furiegi — the Prayers — are the ancestral beliefs of the Garifuna, syncretized with Mormon theology introduced by missionary work. Furiegi differs from the Lamanite Church in structure and practice, with a priority on traditional matriarchal authority, and a purely ritual use of alcohol.;;;;;;;;;;;;x
gaian;Gaian;;;;;;;;;;;;;x
gaian_DESC;Gaians center their worship on Gaia, a holistic divine being encompassing all of nature. The faithful believe Gaia to be the ancient soul of the Earth itself. Some believers seek the blessing of spirits found in nature, while others believe these searches distract believers from the whole of Gaia. Gaian society is run by a class of mostly female Dryads, due to their ties with the motherly nature of Gaia, with Wardens attendant to them who protect the faithful. Gaians believe that the society of old neglected the world and that it was their disregard for the natural balance that led the Earth to ruin ? thus, Gaians seek to commune themselves with the earth and live in unity.;;;;;;;;;;;;;x
gaian_FEATURES;§Y*§! Gaians have access to Enatic, or female-preference, succession. \n§Y*§! Gaians gain 2.00 purity per month when at peace. \n§Y*§! Homosexual Gaian rulers may marry other homosexual characters. \n§Y*§! Mystic Gaians can go on Hikes for spiritual enlightenment. \n§Y*§! The General of Gaia and their descendants can declare Holy Wars. ;;;;;;;;;;;;;x
GANADERO;Ganadero;;;;;;;;;;;;;x
GENIE;Genie;;;;;;;;;;;;;x
glorian;Glorian;;;;;;;;;;;;;x
glorian_DESC;Old Albion fell harder than most, her institutions and cities were completely swallowed in the madness of the Event. By the time the potentates of Britain organized and got back on their feet little was left of the old civilization. In the face of this spiritual vacuum they fell back on the fragments still known and recorded of Old Albion. In those ancient days there were great theologians, mystic-princes, bards that enchanted the world with their songs and verse, and ruling over them all was a fae and faultless Virgin Queen who shielded her people from all harm. While in distant lands across the sea the men of Albion are free to practice the mysteries of their cults in more divergent and heterodox manners. Many pray for an end to the long interregnum, and the return of the once and future Queen.;;;;;;;;;;;;;x
glorian_FEATURES;§Y*§! Homosexual Glorian rulers may marry other homosexual characters.\n;;;;;;;;;;;;;x
GOD_ADAM;Adam;;;;;;;;;;;;;x
GOD_ADAMS;Adams;;;;;;;;;;;;;x
GOD_AGLOOIK;Aglooik;;;;;;;;;;;;;x
GOD_AGWE;Agwe;;;;;;;;;;;;;x
GOD_AJAW_NAHUAL;Ajaw Nahual;;;;;;;;;;;;;x
GOD_ALBION;Albion;;;;;;;;;;;;;x
GOD_ALLAH;Allah;Allah;Allah;;Alá;;;;;;;;;x
GOD_AMATERASU;Amaterasu;;;;;;;;;;;;;x
GOD_AMERICA;America;;;;;;;;;;;;;x
GOD_AMUN_ALLAH;Amun Allah;;;;;;;;;;;;;x
GOD_ANGUTA;Anguta;;;;;;;;;;;;;x
GOD_ANNING;Anning;;;;;;;;;;;;;x,,,,,,
GOD_APOSTLE_PETER;Apóstol Pedro;;;;;;;;;;;;;x
GOD_AQUARIUS;Aquarius;;;;;;;;;;;;;x
GOD_ARES;Ares;;;;;;;;;;;;;x
GOD_ASHTAR;Ashtar;;;;;;;;;;;;;x
GOD_ATOMOS;Atomos;;;;;;;;;;;;;x
GOD_AUM;Aum;;;;;;;;;;;;;x
GOD_AVE_MARIA;Ave Maria;;;;;;;;;;;;;x
GOD_AYASHE;Ayashe;;;;;;;;;;;;;x
GOD_BARON_SAMEDI;Baron Samedi;;;;;;;;;;;;;x
GOD_BLUCIFER;Blucifer;;;;;;;;;;;;;x
GOD_BOLIVAR;Bolivar;;;;;;;;;;;;;x
GOD_BRENDAN;Brendan the Navigator;;;;;;;;;;;;;x
GOD_BROTHER_JACK;Brother Jack;;;;;;;;;;;;;x
GOD_BUDDHA;Buddha;;;;;;;;;;;;;x
GOD_BUNGIU;Bungiu;;;;;;;;;;;;;x
GOD_BUNYAN;Bunyan;;;;;;;;;;;;;x
GOD_CATRINES;the Catrines;;;;;;;;;;;;;x
GOD_CELESTINE;The Celestines;;;;;;;;;;;;;x
GOD_CESARCHAVEZ;San César;;;;;;;;;;;;;x
GOD_CHANGO;Changó;;;;;;;;;;;;;x
GOD_CHRIST;Christ;;;;;;;;;;;;;x
GOD_CHRISTUS;Christus;;;;;;;;;;;;;x
GOD_CHUYITO;Chuyito;;;;;;;;;;;;;x
GOD_CRISTO_MOCA;Cristo-Mulher;;;;;;;;;;;;;x
GOD_CRISTOREY;Cristo Rey;;;;;;;;;;;;;x
GOD_CROSS;The Talking Cross;;;;;;;;;;;;;x
GOD_DAEMONIUM;Daemonium;;;;;;;;;;;;;x
GOD_DAG_GADOL;Dag Gadol;;;;;;;;;;;;;x
GOD_DEUS;Deus;;;;;;;;;;;;;x
GOD_DIKEE_AANKAAWU;Dikée Aankáawu;;;;;;;;;;;;;x
GOD_DIOS;Dios;;;;;;;;;;;;;x
GOD_DIOS_NUNCA_MUERE;Dios sin Muerte;;;;;;;;;;;;;x
GOD_DIOSITO;Diosito;;;;;;;;;;;;;x
GOD_DIVINO_NINO;Divinio Nino;;;;;;;;;;;;;x
GOD_DIYEE_AANKAAWU;Diyée Aankáawu;;;;;;;;;;;;;x
GOD_DOMINUM;Dominum;;;;;;;;;;;;;x
GOD_DOW_JONES;Dow Jones;;;;;;;;;;;;;x
GOD_DUENOS;the Dueños;;;;;;;;;;;;;x
GOD_DURGA;Durga;;;;;;;;;;;;;x
GOD_DZALARHONS;Dzalarhons;;;;;;;;;;;;;x
GOD_EARTH_MOTHER;Earth Mother;;;;;;;;;;;;;x
GOD_EBISU;Ebisu;;;;;;;;;;;;;x
GOD_EISNER;Eisner;;;;;;;;;;;;;x
GOD_EL_ALTISIMO;el Altísimo;;;;;;;;;;;;;x
GOD_EL_DIABLO;El Diablo;;;;;;;;;;;;;x
GOD_EL_MECHUDO;El Mechudo;;;;;;;;;;;;;x
GOD_EL_PUEBLO_UNIDO;El Pueblo Unido;;;;;;;;;;;;;x
GOD_ELIAS;Elías;;;;;;;;;;;;;x
GOD_ERIS;Eris;;;;;;;;;;;;;x
GOD_ERZULIE_FREDA;Erzulie Freda;;;;;;;;;;;;;x
GOD_FALLEN_SAINTS;The Fallen Saints;;;;;;;;;;;;;x
GOD_FAT_MAN;Fat Man;;;;;;;;;;;;;x
GOD_FATHER_BESSEMER;Father Bessemer;;;;;;;;;;;;;x
GOD_FATHER_CARNEGIE;Father Carnegie;;;;;;;;;;;;;x
GOD_FATHER_FORD;Father Ford;;;;;;;;;;;;;x
GOD_FATHER_PATRICK;Father Patrick;;;;;;;;;;;;;x
GOD_FELLERS;Fellers;;;;;;;;;;;;;x
GOD_FINGAL_AND_GLOOSCAP;Fingal and Glooscap;;;;;;;;;;;;;x
GOD_FLORENTINO_CAZADIABLOS;Florentino Cazadiablos;;;;;;;;;;;;;x
GOD_GAIA;Gaia;;;;;;;;;;;;;x
GOD_GITCHE_MANITOU;Gitche Manitou;;;;;;;;;;;;;x
GOD_GOD;God;Dieu;Gott;;Dios;;;;;;;;;x
GOD_GREAT_BUFFALO;Great Buffalo;;;;;;;;;;;;;x
GOD_GUAICAIPURO;Guaicaipuro;;;;;;;;;;;;;x
GOD_GUNTHER;Gunther;;;;;;;;;;;;;x
GOD_GYHLDEPTIS;Gyhldeptis;;;;;;;;;;;;;x
GOD_HADIT;Hadit;;;;;;;;;;;;;x
GOD_HAMILTON;Hamilton;;;;;;;;;;;;;x
GOD_HANUMAN;Hanuman;;;;;;;;;;;;;x
GOD_HASHEM;HaShem;;;;;;;;;;;;;x
GOD_HEIKKI_LUNTA;Heikki Lunta;;;;;;;;;;;;;x
GOD_HER_WHO_IS;Her-Who-Is;;;;;;;;;;;;;x
GOD_HOST;The Lord's Host;;;;;;;;;;;;;x
GOD_HUBBARD;Hubbard;;;;;;;;;;;;;x
GOD_HUNAB_KU;Hunab Ku;;;;;;;;;;;;;x
GOD_IANSA;Iansa;;;;;;;;;;;;;x
GOD_IBLIS;Iblis;;;;;;;;;;;;;x
GOD_ICHTYS;Ichtys;;;;;;;;;;;;;x
GOD_IEMANJA;Iemanja;;;;;;;;;;;;;x
GOD_IGER;Iger;;;;;;;;;;;;;x
GOD_IMMORTALIS_REX;Immortalis Rex;;;;;;;;;;;;;x,,,,,,
GOD_INARI;Inari;;;;;;;;;;;;;x
GOD_IRON_HORSE;Iron Horse;;;;;;;;;;;;;x
GOD_JAH;Jah;;;;;;;;;;;;;x
GOD_JEFFERSON;Jefferson;;;;;;;;;;;;;x
GOD_JEHOVAH;Jehovah;;;;;;;;;;;;;x
GOD_JESUCRISTO;Jesucristo;;;;;;;;;;;;;x
GOD_JESUCRISTO_NAHUAL;Jesucristo Nahual;;;;;;;;;;;;;x
GOD_JESUS;Jesus;;;;;;;;;;;;;x
GOD_JIZO;Jizo;;;;;;;;;;;;;x
GOD_JOHN_MOUNTAIN;John of the Mountains;;;;;;;;;;;;;x
GOD_JONAH;Jonah;;;;;;;;;;;;;x
GOD_JONAS;Jonás;;;;;;;;;;;;;x
GOD_JOSE_GREGORIO;José Gregorio;;;;;;;;;;;;;x
GOD_JUAN_MACHETE;Juan Machete;;;;;;;;;;;;;x
GOD_KABRAKAN;Kabrakán;;;;;;;;;;;;;x
GOD_KAITI;Kaiti;;;;;;;;;;;;;x
GOD_KALFU;Petro Kalfu;;;;;;;;;;;;;x
GOD_KELSO;Kelso;;;;;;;;;;;;;x
GOD_KIICHPAM_KOLEL;Kiichpam Kolel;;;;;;;;;;;;;x
GOD_KING_ARTHUR;King Arthur;;;;;;;;;;;;;x
GOD_KISHAY_MENITOU;Kishay Menitou;;;;;;;;;;;;;x
GOD_KRISHNA;Krishna;;;;;;;;;;;;;x
GOD_LA_BOLEFUEGO;La Bolefuego;;;;;;;;;;;;;x
GOD_LA_MIGRA;La Migra;;;;;;;;;;;;;x
GOD_LA_RAZA_COSMICA;La Raza Cósmica;;;;;;;;;;;;;x
GOD_LA_SAYONA;La Sayona;;;;;;;;;;;;;x
GOD_LADY_LIBERTY;Lady Liberty;;;;;;;;;;;;;x
GOD_LADY_VICTORY;Our Lady of Victory;;;;;;;;;;;;;x
GOD_LAGUA;Lagua;;;;;;;;;;;;;x
GOD_LEFEBVRE;Saint Lefebvre;;;;;;;;;;;;;x
GOD_LEVIATHAN;Leviathan;;;;;;;;;;;;;x
GOD_LEWISON_CLARK;Lewison Clark;;;;;;;;;;;;;x
